Date	Game	Song	Group	Composers	Converters	Binary	Audio	Duration	Tracks	Categories	Notes
|Sun Nov 26 2023 20:21:45 GMT-0600 (Central Standard Time)	|Mega Man X	|Storm Eagle	|bgm	|Makoto Tomozawa	|cdh90	|binaries/Mega Man X/Storm Eagle by cdh90 (c3e4274a-7f9c-48f9-b0d3-f19f3bad1115).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1178649757674119279/StormEagle.mp3?ex=6576ea20&is=65647520&hm=6814a8e39e4645baffb258649bd271a76f8e1b6599e744962078b5dcb8917ad3&	|36.034526	|13	|Fights, Lobbies and Shops, Minigames	||
|Mon Nov 27 2023 20:14:50 GMT-0600 (Central Standard Time)	|Final Fantasy VIII	|The Man With the Machine Gun	|bgm	|Nobuo Uematsu	|OnlySpaghettiCode	|binaries/Final Fantasy VIII/The Man With the Machine Gun by OnlySpaghettiCode (6f37b323-2c25-49c7-99db-6039a0c83271).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1179011377243893791/TheManWiththeMachineGun.mp3?ex=65783ae9&is=6565c5e9&hm=2ad5ca076fa64fc00c7e3e0c7366518a168b514e83b1b71879b2055a32af361d&	|89.03562525	|16	|Exteriors, Minigames, Happy	||
|Tue Nov 28 2023 01:51:24 GMT-0600 (Central Standard Time)	|Mario Kart Wii	|Rainbow Road (MKW)	|bgm	|Asuka Ota	|UmedMuzl	|binaries/Mario Kart Wii/Rainbow Road (MKW) by UmedMuzl (dc7ee8da-e621-4d82-a105-17b2d6286848).bin	|https://www.youtube.com/watch?v=G9Q2jwOx5X8	|83.14806500000002	|16	|Fights, Exteriors, Happy	||Pretty much a remaster of the previous version. New Instruments, fixed loop, better mixing. 
|Tue Nov 28 2023 02:13:52 GMT-0600 (Central Standard Time)	|Super Mario Sunshine	|Deep Sea of Mare	|bgm	|Koji Kondo	|UmedMuzl	|binaries/Super Mario Sunshine/Deep Sea of Mare by UmedMuzl (eecb52f4-fa8b-48a4-9612-1ca074461bb4).bin	|https://www.youtube.com/watch?v=mTOnjO9m4dY	|70.82533675	|7	|Interiors, Calm	||
|Wed Nov 29 2023 13:16:09 GMT-0600 (Central Standard Time)	|Touhou Koumakyou: The Embodiment of Scarlet Devil	|Voile, the Magic Library	|bgm	|ZUN	|Schwartz Gandhi	|binaries/Touhou Koumakyou The Embodiment of Scarlet Devil/Voile, the Magic Library by Schwartz Gandhi (c1d92cdb-6816-47ad-aa79-4b96531300e2).bin	|https://youtu.be/iq5HpQt0ZAw	|106.61849503541669	|15	|Interiors	||
|Wed Nov 29 2023 23:48:24 GMT-0600 (Central Standard Time)	|The Legend of Zelda: Ocarina of Time	|Medallion Fanfare	|events	|Koji Kondo	|Cmellz	|binaries/The Legend of Zelda Ocarina of Time/Medallion Fanfare by Cmellz (fef40a43-03c3-47be-b27d-188635a07183).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1179732789491421184/MedallionFanfare.mp3?ex=657adac7&is=656865c7&hm=485d728f985b811c2b8d49dbd1b3c849778b81f48436bc337e76fd672d20b6d9&	|10.685119333333333	|12	|Spawning	||
|Thu Nov 30 2023 19:26:47 GMT-0600 (Central Standard Time)	|Sonic & Knuckles	|Lava Reef Zone Act 1	|bgm	|Tatsuyuki Maeda, Sachio Ogawa, Masanori Hikichi	|Schwartz Gandhi	|binaries/Sonic  Knuckles/Lava Reef Zone Act 1 by Schwartz Gandhi (aa32a339-65f8-47df-925d-5d8246f0ed67).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1179958255418613922/LavaReefZoneAct1.mp3?ex=657bacc2&is=656937c2&hm=d502454f22594efd3a8e1c0c7c3d443c4d99f598ce3f9347daf0ad4d1c137f46&	|40	|13	|Lobbies and Shops, Interiors	||
|Thu Nov 30 2023 23:46:48 GMT-0600 (Central Standard Time)	|Mega Man X	|Sting Chameleon	|bgm	|Setsuo Yamamoto	|cdh90	|binaries/Mega Man X/Sting Chameleon by cdh90 (62fdbc43-cd0c-4598-afcd-e3c50347d29b).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1180103763533500416/StingChameleon.mp3?ex=657c3446&is=6569bf46&hm=614952caeb11a92ec2bdbe7a8489a6c4db7a3900387e254e96992e6d42829dbe&	|34.235277	|11	|Fights, Exteriors, Minigames	||
|Fri Dec 01 2023 17:37:56 GMT-0600 (Central Standard Time)	|Super Smash Bros.	|Bonus Game	|bgm	|Hirokazu Ando	|CaptainofGarbage	|binaries/Super Smash Bros/Bonus Game by CaptainofGarbage (2be8c298-31de-4b79-b3c0-f2feaecee021).bin	|https://www.youtube.com/watch?v=q1kaHkBd0Uo	|36.60490338541666	|11	|Interiors, Minigames	||
|Sun Dec 03 2023 12:12:24 GMT-0600 (Central Standard Time)	|Mega Man X	|Launch Octopus	|bgm	|Setsuo Yamamoto	|cdh90	|binaries/Mega Man X/Launch Octopus by cdh90 (e9b8162a-e497-47ae-859a-7388098158ad).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1180980089282887910/LaunchOctopus.mp3?ex=657f646a&is=656cef6a&hm=1b553d016d2ce9248a92609cf16288da026e3ac02223211711fbe1d3d338fcdc&	|49.68359375	|14	|Fights, Exteriors, Minigames	||
|Sun Dec 03 2023 14:40:17 GMT-0600 (Central Standard Time)	|Super Mario World 2: Yoshi's Island	|Castle	|bgm	|Koji Kondo	|HavenKnight93	|binaries/Super Mario World 2 Yoshis Island/Castle by HavenKnight93 (8dbb4d15-1984-4c54-a6e1-07d93b75bdce).bin	|https://www.youtube.com/watch?v=zY-LartVEso	|66.08820225	|16	|Lobbies and Shops, Interiors, Minigames, Gloomy, Delisted	||
|Sun Dec 03 2023 14:43:43 GMT-0600 (Central Standard Time)	|Super Smash Bros.	|Bonus Game	|bgm	|Hirokazu Ando	|CaptainofGarbage	|binaries/Super Smash Bros/Bonus Game by CaptainofGarbage (73b3e195-0e4c-4d18-8a4a-75781903b18f).bin	|https://www.youtube.com/watch?v=q1kaHkBd0Uo	|36.60490338541666	|11	|Interiors, Minigames	||Applied volume events at track start / loop point for proper looping
|Sun Dec 03 2023 16:54:01 GMT-0600 (Central Standard Time)	|Mega Man X	|Flame Mammoth	|bgm	|Setsuo Yamamoto	|cdh90	|binaries/Mega Man X/Flame Mammoth by cdh90 (ee2cacdd-1f7f-41e1-a743-ef9cf12f1237).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181033563076972596/FlameMammoth.mp3?ex=657f9637&is=656d2137&hm=bbde1d6f83307a08bb1e27845648a031e565cd0661f7d4777f3496d021639254&	|58.8828125	|11	|Fights, Exteriors, Minigames	||
|Sun Dec 03 2023 23:31:44 GMT-0600 (Central Standard Time)	|Mega Man X	|Chill Penguin	|bgm	|Yuki Iwai	|cdh90	|binaries/Mega Man X/Chill Penguin by cdh90 (0dbf6f1e-0bf5-4c76-a7dc-2d7dabdcce56).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181201106777419878/ChillPenguin.mp3?ex=65803241&is=656dbd41&hm=eadfa7aace16224209a4c589ec7d0342399ba5f1d5006af4296007143cbab851&	|50.93978640624999	|15	|Fights, Lobbies and Shops, Interiors, Happy	||
|Mon Dec 04 2023 16:23:38 GMT-0600 (Central Standard Time)	|Disney's Aladdin (Capcom)	|Only One May Enter	|bgm	|Yuki Iwai	|HavenKnight93	|binaries/Disneys Aladdin (Capcom)/Only One May Enter by HavenKnight93 (fbb305e0-83a5-49d1-8c3b-2ec71b21e74a).bin	|https://www.youtube.com/watch?v=6z83LNeQEqo	|19.470838750000002	|7	|Lobbies and Shops, Happy, Delisted	||
|Mon Dec 04 2023 18:23:31 GMT-0600 (Central Standard Time)	|Super Mario World	|Forest of Illusion	|bgm	|Koji Kondo	|Snolid Ice	|binaries/Super Mario World/Forest of Illusion by Snolid Ice (c7f62f43-06fc-400b-aee5-635e51ffd6bb).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181392523206344805/ForestofIllusion.mp3?ex=6580e486&is=656e6f86&hm=f70b8942c6252a401d8c79bc48f3748a94074e94d6b12ad8c7913af84cfd676e&	|15.947916666666666	|7	|Lobbies and Shops, Gloomy	||
|Tue Dec 05 2023 00:38:17 GMT-0600 (Central Standard Time)	|Persona 4	|Heaven	|bgm	|Shoji Meguro, Shihoko Hirata	|Schwartz Gandhi	|binaries/Persona 4/Heaven by Schwartz Gandhi (c059fb1f-3e3c-4eb3-9c5c-810d7607ab83).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181549321116729436/Heaven.mp3?ex=6581768e&is=656f018e&hm=a7491ce029e77c0b42fb8c0593ea057a1ff599a881669b81ac8f51c0b2c114ec&	|80.655692	|12	|Interiors, Exteriors, Gloomy, Calm	||
|Tue Dec 05 2023 22:47:40 GMT-0600 (Central Standard Time)	|Mega Man X	|Maverick Battle	|bgm	|Setsuo Yamamoto	|cdh90	|binaries/Mega Man X/Maverick Battle by cdh90 (67536a59-97ad-4247-8a92-dad412f3b2f6).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181917635886186538/MaverickBattle.mp3?ex=6582cd93&is=65705893&hm=a0d561a286fe9fdaacd03fef214391ea43ba570a2838ba9b567caf6584041165&	|29.8235145	|16	|Fights, Lobbies and Shops, Exteriors, Happy	||For some reason the Bass clips in FL, but sounds fine in game. If its too much let me know
|Wed Dec 06 2023 01:37:55 GMT-0600 (Central Standard Time)	|Luigi's Mansion	|Dark Hallway (Event)	|events	|Kazumi Totaka	|UmedMuzl	|binaries/Luigis Mansion/Dark Hallway (Event) by UmedMuzl (379fc12c-ba2a-44e9-8600-07106e779809).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181917648460726383/DarkHallwayEvent.mp3?ex=6582cd96&is=65705896&hm=9456c268e8fc1ed68f5f688b005243f4600122166bfc51f51935f570cbb7b37d&	|4.7727312500000005	|13	|Spawning, Collection, Gloomy	||
|Wed Dec 06 2023 02:02:49 GMT-0600 (Central Standard Time)	|Super Mario Land	|Star Theme	|events	|Hirokazu Tanaka	|UmedMuzl	|binaries/Super Mario Land/Star Theme by UmedMuzl (db0695c4-ee36-478e-8a0c-202ed5df4ed0).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1181917680903659601/StarTheme.mp3?ex=6582cd9e&is=6570589e&hm=0429a7eb3145585c1280ce21bcc630a3cfb313b4a7c37952b32b6e378baa61ee&	|8.125	|6	|Collection, Happy	||
|Wed Dec 06 2023 12:29:39 GMT-0600 (Central Standard Time)	|Valkyrie Profile: Covenant of the Plume	|Ancient Illusions of Eternity	|bgm	|Motoi Sakuraba	|Sniperwave	|binaries/Valkyrie Profile Covenant of the Plume/Ancient Illusions of Eternity by Sniperwave (af76c3af-b2d3-4a9e-a939-ff120518cae5).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1182390943316455455/AncientIllusionsofEternity.mp3?ex=65848660&is=65721160&hm=cbe7b47b7318cbd771f9a30bd6397e8cce5375f49cbc1029431bd2046f7d12c5&	|79.31508699999999	|15	|Exteriors, Happy	||
|Wed Dec 06 2023 18:13:30 GMT-0600 (Central Standard Time)	|Pokémon Stadium 2	|Team Preparations	|bgm	|Hajime Wakai	|HavenKnight93	|binaries/Pokémon Stadium 2/Team Preparations by HavenKnight93 (14105b27-4e83-484d-986a-9ea683a5547b).bin	|https://youtu.be/rWQwGT6ifQ8	|44.30764799999999	|10	|Lobbies and Shops, Minigames, Happy	||
|Thu Dec 07 2023 02:54:34 GMT-0600 (Central Standard Time)	|Mario Kart 64	|Winning Results	|bgm	|Kenta Nagata	|Wibdiwoh	|binaries/Mario Kart 64/Winning Results by Wibdiwoh (df6fd960-496f-4044-9b8b-77eeac35ad87).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1182390995350978601/WinningResults.mp3?ex=6584866d&is=6572116d&hm=32dd5b9f347d6f111d72ebd996f824f22ce65a58677d8f7450ea5dcd9ece9fb0&	|99.09375	|9	|Lobbies and Shops, Calm	||rejiggered part of the percussion
|Thu Dec 07 2023 03:15:57 GMT-0600 (Central Standard Time)	|Super Bomberman 5	|Extreme Chaos	|bgm	|Jun Chikuma	|Wibdiwoh	|binaries/Super Bomberman 5/Extreme Chaos by Wibdiwoh (06ad41dc-1566-4592-8e25-675fef1bd847).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1182391032151822366/ExtremeChaos.mp3?ex=65848675&is=65721175&hm=30dba97e07cb6be1387c77f5b2878ad2328f43b5cada058ee5622b056f221ca8&	|62.430944062500004	|10	|Fights, Happy	||small rebalancing of snares
|Fri Dec 08 2023 03:43:23 GMT-0600 (Central Standard Time)	|F-Zero	|White Land 1	|bgm	|Yumiko Kanki, Naoto Ishida	|Wibdiwoh	|binaries/F-Zero/White Land 1 by Wibdiwoh (aa18fc1c-d0ea-41cf-9545-a507dce1c486).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1182661422954586243/WhiteLand1.mp3?ex=65858248&is=65730d48&hm=ea0ab72ddaefcf69172452dab9a7693ac9ab4fdb6b762d1c0e22142a3ad8dc65&	|53.12820978125	|16	|Fights, Minigames	||volume rebalancing
|Fri Dec 08 2023 04:35:52 GMT-0600 (Central Standard Time)	|Mickey Mania	|Rising Flames	|bgm	|Andy Blythe, Marten Joustra, Matt Furniss, Michael Giacchino	|Wibdiwoh	|binaries/Mickey Mania/Rising Flames by Wibdiwoh (1d5eb88b-f4be-4c21-8cd8-22b582a215ae).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1182661454336360589/RisingFlames.mp3?ex=6585824f&is=65730d4f&hm=a369d29ac92914c227f20dfe24d3bda7fc47b4728ca6de8167ad49ee556979fc&	|33.2704521328125	|15	|Fights	||volume rebalancing
|Fri Dec 08 2023 11:45:15 GMT-0600 (Central Standard Time)	|Ristar	|Round 1-1 - Shooting Ristar	|bgm	|Tomoko Sasaki	|CaptainofGarbage	|binaries/Ristar/Round 1-1 - Shooting Ristar by CaptainofGarbage (79b74b82-0b06-4bdd-9be8-cab6928b3103).bin	|https://www.youtube.com/watch?v=d7zKeCiyBLk	|77.58931675	|15	|Exteriors, Happy	||
|Sat Dec 09 2023 00:40:27 GMT-0600 (Central Standard Time)	|Mario Party 2	|In The Pipe	|bgm	|Kazuhiko Sawaguchi	|UmedMuzl	|binaries/Mario Party 2/In The Pipe by UmedMuzl (03fb4fb1-163e-4570-afa3-86f5918fc19f).bin	|https://www.youtube.com/watch?v=2UQD0xj-NYE	|32.702380999999995	|17	|Minigames, Happy	||
|Sat Dec 09 2023 10:55:07 GMT-0600 (Central Standard Time)	|Sonic Mania	|Studiopolis: Act 2 - "Prime Time"	|bgm	|Tee Lopes	|cdh90	|binaries/Sonic Mania/Studiopolis Act 2 - Prime Time by cdh90 (cde16575-b4f9-4179-8f3a-4c814bbfa7a1).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183846184620670996/StudiopolisAct2-PrimeTime.mp3?ex=6589d1ad&is=65775cad&hm=587d501540299cf8d8c2f037e1b3e1187fe7c28071e33ad2cc001cdf9ad07764&	|72.85707000000001	|16	|Lobbies and Shops, Exteriors, Happy	||
|Sat Dec 09 2023 15:02:10 GMT-0600 (Central Standard Time)	|Pokémon Stadium 2	|Battle! (Team Rocket)	|bgm	|Hajime Wakai	|HavenKnight93	|binaries/Pokémon Stadium 2/Battle (Team Rocket) by HavenKnight93 (55c838bb-71f3-4822-8994-8bf9fb5b642e).bin	|https://www.youtube.com/watch?v=QzoD2OTqwsI	|68.89166666666667	|11	|Fights, Lobbies and Shops, Minigames, Delisted	|Blips on Bizhawk only|Fixed Volume Issue
|Sat Dec 09 2023 16:03:47 GMT-0600 (Central Standard Time)	|Super Mario Bros.	|Course Clear	|events	|Koji Kondo	|CaptainofGarbage	|binaries/Super Mario Bros/Course Clear by CaptainofGarbage (b068c9f3-57b2-4350-b486-147b7cb2b309).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183846199447519372/CourseClear.mp3?ex=6589d1b0&is=65775cb0&hm=a2ed18bd8eb45e8692ca54e64c5e4b18db4612abeb4602baf9a9ee1ff2ec197e&	|6.571063177083333	|9	|Spawning, Collection, Happy	||
|Sat Dec 09 2023 23:19:37 GMT-0600 (Central Standard Time)	|Mario Party	|Coins of the World	|bgm	|Yasunori Mitsuda	|UmedMuzl	|binaries/Mario Party/Coins of the World by UmedMuzl (963cebe2-472c-4f7a-a445-7a1041afbf38).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183846221723484220/CoinsoftheWorld.mp3?ex=6589d1b6&is=65775cb6&hm=2cdac95d075f4e562ade0445beb8e7c4da0cdf272169f42ae24f735f63249333&	|26.524415	|16	|Minigames, Happy	||
|Sun Dec 10 2023 18:12:27 GMT-0600 (Central Standard Time)	|Touhou Koumakyou: The Embodiment of Scarlet Devil	|Septette for the Dead Princess	|bgm	|ZUN	|Schwartz Gandhi	|binaries/Touhou Koumakyou The Embodiment of Scarlet Devil/Septette for the Dead Princess by Schwartz Gandhi (d9f26fcc-b4e4-48b2-9807-9b9b32bd4bf0).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183846269916024984/SeptettefortheDeadPrincess.mp3?ex=6589d1c1&is=65775cc1&hm=194c99b18ae2dbc1d653412b1d69c1687c6cc6e9218c055fdb0189cb4ec2b735&	|148.74034394375005	|16	|Fights, Gloomy	||
|Sun Dec 10 2023 18:13:38 GMT-0600 (Central Standard Time)	|Mario & Luigi: Dream Team	|Never Let Up!	|bgm	|Yoko Shimomura	|Schwartz Gandhi	|binaries/Mario  Luigi Dream Team/Never Let Up by Schwartz Gandhi (3ab99cd5-4c9e-4559-a640-f928f6eb7a25).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183846307551514714/NeverLetUp.mp3?ex=6589d1ca&is=65775cca&hm=d225da487cbf8c6a6fd36813d6fb9d77c3bed74eb5ecaba368b2c1653fddab98&	|82.04493268554687	|17	|Fights, Minigames, Happy	||
|Sun Dec 10 2023 18:15:48 GMT-0600 (Central Standard Time)	|Donkey Kong Country	|Bonus Lose	|events	|David Wise	|Schwartz Gandhi	|binaries/Donkey Kong Country/Bonus Lose by Schwartz Gandhi (1fc568ed-9ebc-4422-a646-6a5b94eb44c2).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183846317777232093/BonusLose.mp3?ex=6589d1cc&is=65775ccc&hm=841d38e7ad4a289738664bb9439b96beaf3458a27ccb165cb2fcdb442407ab90&	|5.3023299999999995	|8	|Minigames, Spawning, Gloomy	||
|Sun Dec 10 2023 22:31:51 GMT-0600 (Central Standard Time)	|Banjo-Kazooie	|Rusty Bucket Bay: Engine Room	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Rusty Bucket Bay Engine Room by Ballaam (a82cda44-90b9-4a43-b4e5-392f519a52f0).bin	|https://youtu.be/WACKxa3Pkyc	|126.66375	|10	|Interiors, Gloomy	||
|Mon Dec 11 2023 16:43:24 GMT-0600 (Central Standard Time)	|Banjo-Kazooie	|Rusty Bucket Bay: Engine Room (with Production Room Ambience)	|bgm	|Grant Kirkhope	|gloomy	|binaries/Banjo-Kazooie/Rusty Bucket Bay Engine Room (with Production Room Ambience) by gloomy (aa8b96c2-67d4-43ce-8f00-eb8a498d00df).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1183907799252607096/RustyBucketBayEngineRoomwithProductionRoomAmbience.mp3?ex=658a0b0f&is=6577960f&hm=4c775e8af7b7a3da783b16f0f5cb5119c6841fd4902caca12b0a48285e1309d9&	|126.66	|16	|Interiors, Gloomy	|Tried making a substitution for the machinery noises.|
|Mon Dec 11 2023 19:14:14 GMT-0600 (Central Standard Time)	|Mega Man X5	|X vs Zero	|bgm	|Naoto Tanaka	|cdh90	|binaries/Mega Man X5/X vs Zero by cdh90 (7a7a6ed8-39eb-44b4-adb0-78e71a0325e0).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1184083454732816444/XvsZero.mp3?ex=658aaea6&is=657839a6&hm=e8a877f0096042d6c8ad384658ff21483e1303c259e270cb1b3bc0ad9ca367c3&	|67.384548	|15	|Fights, Gloomy	||
|Mon Dec 11 2023 21:55:29 GMT-0600 (Central Standard Time)	|Mega Man ZX Advent	|Whisper of Relics	|bgm	|Ryo Kawakami	|cdh90	|binaries/Mega Man ZX Advent/Whisper of Relics by cdh90 (271fb11d-4c43-42a2-9530-4cdad5f46de8).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1184083474152443944/WhisperofRelics.mp3?ex=658aaeab&is=657839ab&hm=f115d18c627b0d2d8b15a9f6c7dad860c7b44713c562ea10335a90850c32a964&	|82.857205	|12	|Lobbies and Shops, Minigames, Gloomy, Calm	||
|Tue Dec 12 2023 13:07:16 GMT-0600 (Central Standard Time)	|Minecraft	|Pigstep	|bgm	|Lena Raine	|Snolid Ice	|binaries/Minecraft/Pigstep by Snolid Ice (9d7ca34e-4cdb-4476-b660-dfbd9fd19b88).bin	|https://www.youtube.com/watch?v=pHxbxvJPsms	|139.96420226041667	|14	|Interiors, Gloomy	||
|Tue Dec 12 2023 17:06:09 GMT-0600 (Central Standard Time)	|Yu-Gi-Oh! Forbidden Memories	|Priest Seto	|bgm	|Naoko Ishii, Hiroshi Tanabe, Waichiro Ozaki	|HavenKnight93	|binaries/Yu-Gi-Oh Forbidden Memories/Priest Seto by HavenKnight93 (1158f854-7f88-4b20-bd2d-760bffb60ecb).bin	|https://youtu.be/itZiOJTIB_s	|74.19051661458334	|15	|Fights, Lobbies and Shops, Gloomy	||
|Tue Dec 12 2023 18:36:44 GMT-0600 (Central Standard Time)	|Yu-Gi-Oh! Forbidden Memories	|Sebek/Neku	|bgm	|Waichiro Ozaki, Naoko Ishii, Hiroshi Tanabe	|HavenKnight93	|binaries/Yu-Gi-Oh Forbidden Memories/SebekNeku by HavenKnight93 (c0506685-cc61-42fe-b456-0ac5c08e5db6).bin	|https://youtu.be/_8Xubvznq4E	|72.153208875	|15	|Fights, Interiors	||
|Tue Dec 12 2023 19:10:59 GMT-0600 (Central Standard Time)	|Yu-Gi-Oh! Forbidden Memories	|You Win!	|majoritems	|Waichiro Ozaki, Hiroshi Tanabe, Naoko Ishii	|HavenKnight93	|binaries/Yu-Gi-Oh Forbidden Memories/You Win by HavenKnight93 (40c8c60a-5bbc-4269-8305-9c2050918115).bin	|https://www.youtube.com/watch?v=j6w6N1QfBBg	|8.109721875	|11	|Spawning, Collection, Delisted	|Reposted due to wrong source link posted previously.|Lowered Tuba at Beginning
|Tue Dec 12 2023 23:06:28 GMT-0600 (Central Standard Time)	|Super Mario Galaxy	|Grand Star Get	|events	|Mahito Yokota	|UmedMuzl	|binaries/Super Mario Galaxy/Grand Star Get by UmedMuzl (dc270d7b-ca37-4b62-bf77-a005b67ff9a2).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1184455167454756934/GrandStarGet.mp3?ex=658c08d6&is=657993d6&hm=50da594130150f968a0dffe9afdeecc6cfcd71a1f9ed2a216a0b3fdfd411f05a&	|13.036072208333332	|15	|Collection, Happy	||
|Tue Dec 12 2023 23:16:59 GMT-0600 (Central Standard Time)	|Super Mario Galaxy	|Final Grand Star	|events	|Mahito Yokota	|UmedMuzl	|binaries/Super Mario Galaxy/Final Grand Star by UmedMuzl (26177e84-abf1-4135-8cd4-d05d1a74ca7b).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1184455180125753354/FinalGrandStar.mp3?ex=658c08d9&is=657993d9&hm=159f1318ce09c9dfca5423b56b1a65b196e41c87323423fe8d5964346cd7a4c8&	|17.876910906249996	|12	|Collection, Happy	||
|Wed Dec 13 2023 20:22:48 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|Rise	|bgm	|Bobby Prince	|Mr_Rippe	|binaries/Rise Of The Triad/Rise by Mr_Rippe (34f1efbe-2aa7-4e67-a2a3-6e685715ca39).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1185029881558483115/Rise.mp3?ex=658e2014&is=657bab14&hm=302d8b6807409be4b0e7c2667b7267a2b9bc24853160c1fb850a45ba188665b7&	|198.37109375	|13	|Interiors, Gloomy	||Loops at beginning now
|Wed Dec 13 2023 20:25:41 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|MMMenu	|bgm	|Lee Jackson	|Wolfeni, OnlySpaghettiCode	|binaries/Rise Of The Triad/MMMenu by Wolfeni, OnlySpaghettiCode (fdb86c1e-986c-45d4-bf6f-b7d2cd2f4960).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1185029895798145055/MMMenu.mp3?ex=658e2017&is=657bab17&hm=80c0c5f7fdc6c940e25c0e61d3bbf15dd379130e9f05277d320dd258a3ea2d51&	|15.1171875	|11	|Lobbies and Shops, Happy	||
|Wed Dec 13 2023 20:32:06 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|Going Up	|bgm	|Lee Jackson	|adeleine64DS	|binaries/Rise Of The Triad/Going Up by adeleine64DS (b4730e4b-0e1e-4d08-9a6e-6148bb3c08a7).bin	|https://www.youtube.com/watch?v=dBgQO14XDbw	|16.244791666666664	|11	|Lobbies and Shops, Minigames, Calm	||
|Wed Dec 13 2023 20:33:40 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|Fish Polka	|bgm	|Lee Jackson	|UmedMuzl	|binaries/Rise Of The Triad/Fish Polka by UmedMuzl (17c07e6a-9a86-4244-8ed0-3cfa2532975e).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1185029910641782815/FishPolka.mp3?ex=658e201b&is=657bab1b&hm=6a87fcc7edc7aeaee6f5052ba47d578884a620c2192de7ab88cd1c4d6918539b&	|22.621840885416667	|11	|Exteriors, Minigames, Happy	||
|Wed Dec 13 2023 20:38:02 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|You Suck!	|bgm	|Lee Jackson	|UmedMuzl	|binaries/Rise Of The Triad/You Suck by UmedMuzl (e1eb9dce-7694-4b0b-af44-8354317d7c69).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1185029931030294620/YouSuck.mp3?ex=658e2020&is=657bab20&hm=02e1a809d7e96c7dbbce9bcdc523883e7103a6963299c6acd6e9606ccbb02ebf&	|80.30598958333333	|13	|Interiors, Gloomy	||
|Wed Dec 13 2023 20:40:08 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|Watz Next	|bgm	|Lee Jackson	|GlitchGlider	|binaries/Rise Of The Triad/Watz Next by GlitchGlider (169b2d5f-60e7-4c10-8124-e42631d5a1bc).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1185029949900476556/WatzNext.mp3?ex=658e2024&is=657bab24&hm=0319be1ba406fc9d2e4cbd36f142d74f59b2f6891be01d66cae972d296416d39&	|88.470430125	|16	|Fights, Interiors	||
|Wed Dec 13 2023 20:44:44 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|Goin' Down the Fast Way	|bgm	|Lee Jackson	|AaronDobbe	|binaries/Rise Of The Triad/Goin Down the Fast Way by AaronDobbe (706a41af-afdb-440f-b636-528c66900025).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1185029983962415214/GoinDowntheFastWay.mp3?ex=658e202c&is=657bab2c&hm=b2e668fd0971f672dec178b5b8afabaa105dd8771592fd68e12f1cc85ab68252&	|148.04797975	|16	|Fights, Exteriors, Happy	||
|Wed Dec 13 2023 20:47:48 GMT-0600 (Central Standard Time)	|Rise Of The Triad	|Gazz!	|bgm	|Bobby Prince	|Schwartz Gandhi	|binaries/Rise Of The Triad/Gazz by Schwartz Gandhi (909c2440-dac0-4c69-a6ea-2133c5a93783).bin	|https://www.youtube.com/watch?v=5nYerajpFRc	|37.333296	|12	|Lobbies and Shops, Minigames, Gloomy	||
